timestamp,req_pred,bytes_pred
1995-08-23 03:53:00-04:00,15,87381.34613907928
1995-08-23 03:54:00-04:00,18,395717.1446146373
1995-08-23 03:55:00-04:00,17,393915.81037714356
1995-08-23 03:56:00-04:00,36,217191.33011534924
1995-08-23 03:57:00-04:00,32,574443.4306369813
1995-08-23 03:58:00-04:00,21,432456.4368346194
1995-08-23 03:59:00-04:00,18,574347.1890711361
1995-08-23 04:00:00-04:00,35,1519054.0975849864
1995-08-23 04:01:00-04:00,25,405570.1884003815
1995-08-23 04:02:00-04:00,24,152259.87634238566
1995-08-23 04:03:00-04:00,16,1260469.6801648326
1995-08-23 04:04:00-04:00,20,224932.75571875478
1995-08-23 04:05:00-04:00,6,378305.6596406141
1995-08-23 04:06:00-04:00,5,89205.93968135271
1995-08-23 04:07:00-04:00,18,1189499.2588467225
1995-08-23 04:08:00-04:00,10,39515.15212843964
1995-08-23 04:09:00-04:00,13,187107.05613320513
1995-08-23 04:10:00-04:00,4,7564.143830782606
1995-08-23 04:11:00-04:00,22,912293.0534231808
1995-08-23 04:12:00-04:00,7,27604.818052923813
1995-08-23 04:13:00-04:00,32,273003.46758339467
1995-08-23 04:14:00-04:00,12,107890.02235297755
1995-08-23 04:15:00-04:00,19,286389.0223338664
1995-08-23 04:16:00-04:00,8,1344657.6131425973
1995-08-23 04:17:00-04:00,12,101022.80669631719
1995-08-23 04:18:00-04:00,11,99548.37666956059
1995-08-23 04:19:00-04:00,24,121348.65565651462
1995-08-23 04:20:00-04:00,12,95662.6322646078
1995-08-23 04:21:00-04:00,10,125176.8042885864
1995-08-23 04:22:00-04:00,8,95874.47668974058
1995-08-23 04:23:00-04:00,18,267513.5206407275
1995-08-23 04:24:00-04:00,8,77851.52631866885
1995-08-23 04:25:00-04:00,12,297125.24830068846
1995-08-23 04:26:00-04:00,12,196391.82606528507
1995-08-23 04:27:00-04:00,8,233232.35034510624
1995-08-23 04:28:00-04:00,23,144183.8809818279
1995-08-23 04:29:00-04:00,13,92354.12009113644
1995-08-23 04:30:00-04:00,27,136270.07237823922
1995-08-23 04:31:00-04:00,12,79095.67876976736
1995-08-23 04:32:00-04:00,10,317821.2065473892
1995-08-23 04:33:00-04:00,25,242897.77823865556
1995-08-23 04:34:00-04:00,26,185161.00721698118
1995-08-23 04:35:00-04:00,2,2645.2826054686548
1995-08-23 04:36:00-04:00,9,111455.10297920664
1995-08-23 04:37:00-04:00,9,46913.87851722727
1995-08-23 04:38:00-04:00,22,359235.2664275432
1995-08-23 04:39:00-04:00,30,298333.3455873733
1995-08-23 04:40:00-04:00,35,158847.1196885432
1995-08-23 04:41:00-04:00,25,340603.46983695275
1995-08-23 04:42:00-04:00,9,38278.00053366589
1995-08-23 04:43:00-04:00,9,44745.13348512709
1995-08-23 04:44:00-04:00,7,241392.62041938168
1995-08-23 04:45:00-04:00,5,38927.3896626752
1995-08-23 04:46:00-04:00,8,57152.022292161055
1995-08-23 04:47:00-04:00,2,6912.077946266827
1995-08-23 04:48:00-04:00,8,307746.87327585684
1995-08-23 04:49:00-04:00,12,202921.31947936688
1995-08-23 04:50:00-04:00,24,559002.429494079
1995-08-23 04:51:00-04:00,10,147285.782215188
1995-08-23 04:52:00-04:00,10,192197.09210763327
1995-08-23 04:53:00-04:00,1,0.028998412703754948
1995-08-23 04:54:00-04:00,14,105036.95843159994
1995-08-23 04:55:00-04:00,41,215908.53527400122
1995-08-23 04:56:00-04:00,22,145474.11443889033
1995-08-23 04:57:00-04:00,22,171299.03879578074
1995-08-23 04:58:00-04:00,27,168336.81596296825
1995-08-23 04:59:00-04:00,16,147081.17836217163
1995-08-23 05:00:00-04:00,11,71292.04993048067
1995-08-23 05:01:00-04:00,14,112716.42485657045
1995-08-23 05:02:00-04:00,21,780904.6874436742
1995-08-23 05:03:00-04:00,13,17464.352415543577
1995-08-23 05:04:00-04:00,10,240508.98508846344
1995-08-23 05:05:00-04:00,7,172631.22570605014
1995-08-23 05:06:00-04:00,12,376549.71684165735
1995-08-23 05:07:00-04:00,7,61518.097139555975
1995-08-23 05:08:00-04:00,10,59767.831568469286
1995-08-23 05:09:00-04:00,13,80066.818354416
1995-08-23 05:10:00-04:00,26,664832.2012494323
1995-08-23 05:11:00-04:00,16,154186.45250802382
1995-08-23 05:12:00-04:00,16,245599.3832297277
1995-08-23 05:13:00-04:00,30,90459.22836331501
1995-08-23 05:14:00-04:00,10,309629.6028396312
1995-08-23 05:15:00-04:00,7,277757.034222736
1995-08-23 05:16:00-04:00,23,355318.9813636958
1995-08-23 05:17:00-04:00,16,1127093.8097235046
1995-08-23 05:18:00-04:00,14,103075.206199279
1995-08-23 05:19:00-04:00,20,780743.7057411396
1995-08-23 05:20:00-04:00,26,380578.2311016622
1995-08-23 05:21:00-04:00,17,198564.05711369426
1995-08-23 05:22:00-04:00,25,269264.5826147066
1995-08-23 05:23:00-04:00,19,285109.9155422503
1995-08-23 05:24:00-04:00,19,431735.6370628398
1995-08-23 05:25:00-04:00,13,1031600.4391086433
1995-08-23 05:26:00-04:00,9,475288.0040449613
1995-08-23 05:27:00-04:00,7,127979.97242832393
1995-08-23 05:28:00-04:00,15,140264.4650093682
1995-08-23 05:29:00-04:00,9,23278.933009333556
1995-08-23 05:30:00-04:00,26,409150.2445610143
1995-08-23 05:31:00-04:00,19,271050.7707337318
1995-08-23 05:32:00-04:00,25,2873128.7600325705
1995-08-23 05:33:00-04:00,8,1083541.8940606504
1995-08-23 05:34:00-04:00,8,294867.12359323096
1995-08-23 05:35:00-04:00,11,697572.340411308
1995-08-23 05:36:00-04:00,19,559702.4909276348
1995-08-23 05:37:00-04:00,26,742673.8105274031
1995-08-23 05:38:00-04:00,9,79617.77796598877
1995-08-23 05:39:00-04:00,22,252292.66192594712
1995-08-23 05:40:00-04:00,30,268661.38551790494
1995-08-23 05:41:00-04:00,22,231161.2125626374
1995-08-23 05:42:00-04:00,27,1756843.405111253
1995-08-23 05:43:00-04:00,16,573956.9377345785
1995-08-23 05:44:00-04:00,9,41460.217424062175
1995-08-23 05:45:00-04:00,6,66458.44901450907
1995-08-23 05:46:00-04:00,24,1365544.857700564
1995-08-23 05:47:00-04:00,12,123127.98911879708
1995-08-23 05:48:00-04:00,19,547034.2015095361
1995-08-23 05:49:00-04:00,29,352221.1395406058
1995-08-23 05:50:00-04:00,7,359291.8449731754
1995-08-23 05:51:00-04:00,9,587823.5492474705
1995-08-23 05:52:00-04:00,4,10254.364682490836
1995-08-23 05:53:00-04:00,5,27482.8053760056
1995-08-23 05:54:00-04:00,14,377131.32585019025
1995-08-23 05:55:00-04:00,12,72527.38684529316
1995-08-23 05:56:00-04:00,17,1319735.1766037575
1995-08-23 05:57:00-04:00,10,317147.1412505516
1995-08-23 05:58:00-04:00,17,586364.4659539283
1995-08-23 05:59:00-04:00,19,305925.5227734104
1995-08-23 06:00:00-04:00,19,376090.5371912058
1995-08-23 06:01:00-04:00,15,67407.5244735234
1995-08-23 06:02:00-04:00,37,575141.4598479068
1995-08-23 06:03:00-04:00,29,496626.94733527245
1995-08-23 06:04:00-04:00,28,117429.56704195749
1995-08-23 06:05:00-04:00,28,436080.19525127165
1995-08-23 06:06:00-04:00,24,415424.7761428804
1995-08-23 06:07:00-04:00,13,924066.9269334688
1995-08-23 06:08:00-04:00,23,264355.69848371996
1995-08-23 06:09:00-04:00,24,201290.3836328254
1995-08-23 06:10:00-04:00,14,307705.8613667024
1995-08-23 06:11:00-04:00,9,287021.3993753376
1995-08-23 06:12:00-04:00,29,350777.67100724584
1995-08-23 06:13:00-04:00,13,86289.49405517345
1995-08-23 06:14:00-04:00,17,223716.33491740059
1995-08-23 06:15:00-04:00,16,506885.25411542447
1995-08-23 06:16:00-04:00,11,264477.0371490024
1995-08-23 06:17:00-04:00,14,400726.19615913753
1995-08-23 06:18:00-04:00,15,263122.0543708217
1995-08-23 06:19:00-04:00,35,454072.18071136664
1995-08-23 06:20:00-04:00,31,671922.6284852646
1995-08-23 06:21:00-04:00,30,729188.6405995693
1995-08-23 06:22:00-04:00,26,178247.45380173478
1995-08-23 06:23:00-04:00,33,202046.88268869047
1995-08-23 06:24:00-04:00,20,400950.3534577505
1995-08-23 06:25:00-04:00,29,417124.4602917238
1995-08-23 06:26:00-04:00,31,201573.41642395017
1995-08-23 06:27:00-04:00,26,299621.5704411454
1995-08-23 06:28:00-04:00,36,318734.55688288773
1995-08-23 06:29:00-04:00,20,632459.8997418926
1995-08-23 06:30:00-04:00,19,351150.9783796468
1995-08-23 06:31:00-04:00,13,330439.85463814694
1995-08-23 06:32:00-04:00,19,257149.0056895594
1995-08-23 06:33:00-04:00,5,23420.335047047534
1995-08-23 06:34:00-04:00,25,773020.2851907201
1995-08-23 06:35:00-04:00,26,336647.8239114896
1995-08-23 06:36:00-04:00,10,1103376.005170298
1995-08-23 06:37:00-04:00,22,166471.33871821093
1995-08-23 06:38:00-04:00,9,31596.61260678414
1995-08-23 06:39:00-04:00,16,557793.1810197396
1995-08-23 06:40:00-04:00,33,572233.5766002972
1995-08-23 06:41:00-04:00,32,159033.89999195738
1995-08-23 06:42:00-04:00,26,799036.8628396546
1995-08-23 06:43:00-04:00,24,218632.35001573077
1995-08-23 06:44:00-04:00,37,1366033.1816274677
1995-08-23 06:45:00-04:00,29,643071.8055313546
1995-08-23 06:46:00-04:00,31,509203.21550927084
1995-08-23 06:47:00-04:00,30,1116543.4496014493
1995-08-23 06:48:00-04:00,29,625098.3873129552
1995-08-23 06:49:00-04:00,38,706714.2714431986
1995-08-23 06:50:00-04:00,16,244326.3603743791
1995-08-23 06:51:00-04:00,20,1325241.6200025144
1995-08-23 06:52:00-04:00,23,310474.5090557121
1995-08-23 06:53:00-04:00,12,1343611.9721486508
1995-08-23 06:54:00-04:00,16,365515.0563229976
1995-08-23 06:55:00-04:00,6,205857.234116701
1995-08-23 06:56:00-04:00,35,290297.56411863805
1995-08-23 06:57:00-04:00,25,961545.7070041706
1995-08-23 06:58:00-04:00,12,37963.131955553705
1995-08-23 06:59:00-04:00,16,160808.94875377216
1995-08-23 07:00:00-04:00,10,833681.3000465774
1995-08-23 07:01:00-04:00,31,272993.2615807031
1995-08-23 07:02:00-04:00,7,277921.2353960024
1995-08-23 07:03:00-04:00,18,170936.3205091823
1995-08-23 07:04:00-04:00,28,96769.68395782664
1995-08-23 07:05:00-04:00,29,213035.10150462255
1995-08-23 07:06:00-04:00,17,322001.4685347961
1995-08-23 07:07:00-04:00,18,450764.5998170558
1995-08-23 07:08:00-04:00,17,608368.9565374539
1995-08-23 07:09:00-04:00,32,1688633.1580636497
1995-08-23 07:10:00-04:00,32,1784048.325657045
1995-08-23 07:11:00-04:00,22,271444.06621526636
1995-08-23 07:12:00-04:00,21,182184.95506297154
1995-08-23 07:13:00-04:00,19,104902.11433455934
1995-08-23 07:14:00-04:00,15,87427.50794694932
1995-08-23 07:15:00-04:00,18,183140.24254254848
1995-08-23 07:16:00-04:00,17,348659.3805653805
1995-08-23 07:17:00-04:00,22,101126.68387981261
1995-08-23 07:18:00-04:00,24,69283.27152819779
1995-08-23 07:19:00-04:00,26,185162.54161193833
1995-08-23 07:20:00-04:00,30,1274228.6076182972
1995-08-23 07:21:00-04:00,37,194974.0350997885
1995-08-23 07:22:00-04:00,21,1273096.9181873088
1995-08-23 07:23:00-04:00,26,98492.49979441457
1995-08-23 07:24:00-04:00,38,660276.8380460846
1995-08-23 07:25:00-04:00,43,509332.1465136125
1995-08-23 07:26:00-04:00,27,592794.8019427349
1995-08-23 07:27:00-04:00,30,1377340.647809387
1995-08-23 07:28:00-04:00,27,718285.4190492474
1995-08-23 07:29:00-04:00,45,1116807.990024281
1995-08-23 07:30:00-04:00,33,659974.1962593258
1995-08-23 07:31:00-04:00,37,406197.6739047648
1995-08-23 07:32:00-04:00,50,886465.4030953632
1995-08-23 07:33:00-04:00,36,336093.08181927993
1995-08-23 07:34:00-04:00,39,651372.2020398147
1995-08-23 07:35:00-04:00,40,239781.69592412963
1995-08-23 07:36:00-04:00,22,187069.15511053253
1995-08-23 07:37:00-04:00,40,478847.02213536215
1995-08-23 07:38:00-04:00,19,382022.40224845026
1995-08-23 07:39:00-04:00,30,533126.2499440706
1995-08-23 07:40:00-04:00,15,94611.49181343913
1995-08-23 07:41:00-04:00,11,1049896.8496222962
1995-08-23 07:42:00-04:00,20,221421.54416772444
1995-08-23 07:43:00-04:00,29,163378.56930782786
1995-08-23 07:44:00-04:00,54,787674.8353323977
1995-08-23 07:45:00-04:00,27,146133.3855687665
1995-08-23 07:46:00-04:00,15,43307.99951475972
1995-08-23 07:47:00-04:00,17,52992.2178314056
1995-08-23 07:48:00-04:00,26,1291718.7753379177
1995-08-23 07:49:00-04:00,47,408209.27517330844
1995-08-23 07:50:00-04:00,28,187955.29329525263
1995-08-23 07:51:00-04:00,35,816032.3165144407
1995-08-23 07:52:00-04:00,21,523771.58830735186
1995-08-23 07:53:00-04:00,31,679079.7910829029
1995-08-23 07:54:00-04:00,58,758330.7241858344
1995-08-23 07:55:00-04:00,59,337741.40057058906
1995-08-23 07:56:00-04:00,29,239968.32099236402
1995-08-23 07:57:00-04:00,27,518904.3244757678
1995-08-23 07:58:00-04:00,40,1060957.2957162287
1995-08-23 07:59:00-04:00,31,563800.2360801479
1995-08-23 08:00:00-04:00,37,227655.7735928036
1995-08-23 08:01:00-04:00,23,1548604.0180596109
1995-08-23 08:02:00-04:00,19,570960.1866354097
1995-08-23 08:03:00-04:00,23,1088819.316970538
1995-08-23 08:04:00-04:00,30,445121.1065881037
1995-08-23 08:05:00-04:00,30,213450.2476486802
1995-08-23 08:06:00-04:00,20,253162.05864085935
1995-08-23 08:07:00-04:00,36,195736.82396586417
1995-08-23 08:08:00-04:00,62,682324.5867226494
1995-08-23 08:09:00-04:00,45,568516.0054897284
1995-08-23 08:10:00-04:00,51,694257.4215484613
1995-08-23 08:11:00-04:00,53,545806.2385561945
1995-08-23 08:12:00-04:00,57,573313.5118031923
1995-08-23 08:13:00-04:00,66,761708.4570698058
1995-08-23 08:14:00-04:00,39,339001.66194529535
1995-08-23 08:15:00-04:00,31,221372.13799951872
1995-08-23 08:16:00-04:00,35,130485.10620835001
1995-08-23 08:17:00-04:00,42,179987.27523914512
1995-08-23 08:18:00-04:00,65,421641.7610563351
1995-08-23 08:19:00-04:00,36,237157.3314684038
1995-08-23 08:20:00-04:00,50,577104.4973499782
1995-08-23 08:21:00-04:00,35,158233.37432670343
1995-08-23 08:22:00-04:00,49,269127.537859967
1995-08-23 08:23:00-04:00,23,486086.2857768693
1995-08-23 08:24:00-04:00,45,625180.0847441219
1995-08-23 08:25:00-04:00,50,1167651.5596319132
1995-08-23 08:26:00-04:00,48,1736166.494161729
1995-08-23 08:27:00-04:00,39,445347.05472116626
1995-08-23 08:28:00-04:00,63,415267.78265875246
1995-08-23 08:29:00-04:00,35,991635.2130355652
1995-08-23 08:30:00-04:00,24,575925.6800523638
1995-08-23 08:31:00-04:00,46,801190.6165504007
1995-08-23 08:32:00-04:00,39,696151.9588944379
1995-08-23 08:33:00-04:00,56,495330.3553352345
1995-08-23 08:34:00-04:00,77,524529.0868465193
1995-08-23 08:35:00-04:00,62,680618.0542555697
