time,request_count,total_bytes,error_count,unique_hosts,is_missing,hits_per_sec,error_rate,rolling_mean_request,rolling_std_request,is_spike_request,rolling_mean_bytes,rolling_std_bytes,bytes_per_request,is_spike_heavy_request,lag_request1,lag_byte1,lag_request2,lag_byte2,lag_request3,lag_byte3,hour,dow,hour_sin,hour_cos,dow_sin,dow_cos
1995-07-01 03:15:00-04:00,420,10795153.0,1,62,0,0.4666666666666667,0.002380952380952381,488.5,48.40454524112374,0,11793045.0,2079612.2823191488,25641.693586698337,0,501.0,9363978.0,499.0,13185446.0,534.0,13827603.0,3,5,0.7071067811865476,0.7071067811865476,-0.9749279121818236,-0.2225209339563146
1995-07-01 03:30:00-04:00,398,8999235.0,7,65,0,0.44222222222222224,0.017587939698492462,454.5,53.307285305731526,0,10585953.0,1898422.626743755,22554.473684210527,0,420.0,10795153.0,501.0,9363978.0,499.0,13185446.0,3,5,0.7071067811865476,0.7071067811865476,-0.9749279121818236,-0.2225209339563146
1995-07-01 03:45:00-04:00,404,7908659.0,7,69,0,0.4488888888888889,0.017326732673267328,430.75,47.74498228435453,0,9266756.25,1191839.5381010438,19527.553086419754,0,398.0,8999235.0,420.0,10795153.0,501.0,9363978.0,3,5,0.7071067811865476,0.7071067811865476,-0.9749279121818236,-0.2225209339563146
1995-07-01 04:00:00-04:00,409,8214982.0,2,68,0,0.45444444444444443,0.004889975550122249,407.75,9.322910847297678,0,8979507.25,1294626.523497379,20036.541463414633,0,404.0,7908659.0,398.0,8999235.0,420.0,10795153.0,4,5,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
1995-07-01 04:15:00-04:00,311,6237174.0,3,57,0,0.34555555555555556,0.00964630225080386,380.5,46.55104724922947,0,7840012.5,1163071.0109420058,19990.94230769231,0,409.0,8214982.0,404.0,7908659.0,398.0,8999235.0,4,5,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
1995-07-01 04:30:00-04:00,405,7979117.0,1,55,0,0.45,0.0024691358024691358,382.25,47.5490974327238,0,7584983.0,908037.3713700662,19652.99753694581,0,311.0,6237174.0,409.0,8214982.0,404.0,7908659.0,4,5,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
1995-07-01 04:45:00-04:00,350,6865871.0,4,52,0,0.3888888888888889,0.011428571428571429,368.75,46.977831651393416,0,7324286.0,933470.1951581847,19560.88603988604,0,405.0,7979117.0,311.0,6237174.0,409.0,8214982.0,4,5,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
1995-07-01 05:00:00-04:00,282,8229817.0,0,42,0,0.31333333333333335,0.0,337.0,53.2102746970294,0,7327994.75,938206.0583874469,29080.625441696113,0,350.0,6865871.0,405.0,7979117.0,311.0,6237174.0,5,5,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146
1995-07-01 05:15:00-04:00,331,5903240.0,1,51,0,0.36777777777777776,0.0030211480362537764,342.0,50.83961709795483,0,7244511.25,1072823.3830897997,17780.843373493975,0,282.0,8229817.0,350.0,6865871.0,405.0,7979117.0,5,5,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146
1995-07-01 05:30:00-04:00,336,6025407.0,2,49,0,0.37333333333333335,0.005952380952380952,324.75,29.612778773135435,0,6756083.75,1071630.2078799896,17879.545994065284,0,331.0,5903240.0,282.0,8229817.0,350.0,6865871.0,5,5,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146
1995-07-01 05:45:00-04:00,392,12857746.0,6,61,0,0.43555555555555553,0.015306122448979591,335.25,44.99907406454783,0,8254052.5,3250013.4038815377,32716.910941475828,0,336.0,6025407.0,331.0,5903240.0,282.0,8229817.0,5,5,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146
1995-07-01 06:00:00-04:00,373,10408483.0,1,57,0,0.41444444444444445,0.002680965147453083,358.0,29.405214956987834,0,8798719.0,3422576.924444016,27830.16844919786,0,392.0,12857746.0,336.0,6025407.0,331.0,5903240.0,6,5,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
1995-07-01 06:15:00-04:00,396,10583814.0,2,55,0,0.44,0.005050505050505051,374.25,27.40285873164807,0,9968862.5,2855866.516980149,26659.481108312342,0,373.0,10408483.0,392.0,12857746.0,336.0,6025407.0,6,5,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
1995-07-01 06:30:00-04:00,417,8852321.0,1,64,0,0.4633333333333333,0.002398081534772182,394.5,18.046236911518726,0,10675591.0,1649836.723064637,21177.801435406698,0,396.0,10583814.0,373.0,10408483.0,392.0,12857746.0,6,5,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
1995-07-01 06:45:00-04:00,342,7743586.0,0,53,0,0.38,0.0,382.0,32.15587038162696,0,9397051.0,1349330.4991634407,22576.052478134112,0,417.0,8852321.0,396.0,10583814.0,373.0,10408483.0,6,5,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
1995-07-01 07:00:00-04:00,298,5478859.0,2,42,0,0.33111111111111113,0.006711409395973154,363.25,53.7610453767409,0,8164645.0,2138224.6569536747,18323.94314381271,0,342.0,7743586.0,417.0,8852321.0,396.0,10583814.0,7,5,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146
1995-07-01 07:15:00-04:00,325,10495757.0,0,51,0,0.3611111111111111,0.0,345.5,50.993463633423914,0,8142630.75,2105214.1655094326,32195.5736196319,0,298.0,5478859.0,342.0,7743586.0,417.0,8852321.0,7,5,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146
1995-07-01 07:30:00-04:00,436,8519726.0,0,57,0,0.48444444444444446,0.0,350.25,59.968741857737804,0,8059482.0,2074179.8191177463,19495.940503432495,0,325.0,10495757.0,298.0,5478859.0,342.0,7743586.0,7,5,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146
1995-07-01 07:45:00-04:00,495,11383813.0,0,65,0,0.55,0.0,388.5,92.77391874875177,0,8969538.75,2616947.2627451965,22951.235887096773,0,436.0,8519726.0,325.0,10495757.0,298.0,5478859.0,7,5,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146
1995-07-01 08:00:00-04:00,428,12260679.0,1,64,0,0.47555555555555556,0.002336448598130841,421.0,70.63049388661146,0,10664993.75,1601429.2915995107,28579.671328671328,0,495.0,11383813.0,436.0,8519726.0,325.0,10495757.0,8,5,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146
1995-07-01 08:15:00-04:00,602,11852205.0,2,86,0,0.6688888888888889,0.0033222591362126247,490.25,80.26778100001681,0,11004105.75,1694556.8750540393,19655.398009950248,0,428.0,12260679.0,495.0,11383813.0,436.0,8519726.0,8,5,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146
1995-07-01 08:30:00-04:00,445,11721990.0,2,74,0,0.49444444444444446,0.0044943820224719105,492.5,78.34326178215112,0,11804671.75,362473.1627503526,26282.48878923767,0,602.0,11852205.0,428.0,12260679.0,495.0,11383813.0,8,5,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146
1995-07-01 08:45:00-04:00,431,17294124.0,1,59,0,0.47888888888888886,0.002320185614849188,476.5,83.99404740813479,0,13282249.5,2684410.5665577673,40032.694444444445,0,445.0,11721990.0,602.0,11852205.0,428.0,12260679.0,8,5,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146
1995-07-01 09:00:00-04:00,354,9257613.0,0,54,0,0.3933333333333333,0.0,458.0,104.00320507881793,0,12531483.0,3392033.3916454883,26077.78309859155,0,431.0,17294124.0,445.0,11721990.0,602.0,11852205.0,9,5,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146
1995-07-01 09:15:00-04:00,556,16215008.0,2,85,0,0.6177777777777778,0.0035971223021582736,446.5,83.24461944574352,0,13622183.75,3780039.5461005755,29111.324955116695,0,354.0,9257613.0,431.0,17294124.0,445.0,11721990.0,9,5,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146
1995-07-01 09:30:00-04:00,569,19088730.0,1,94,0,0.6322222222222222,0.0017574692442882249,477.5,103.19722218483723,0,15463868.75,4303923.557608133,33489.0,0,556.0,16215008.0,354.0,9257613.0,431.0,17294124.0,9,5,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146
1995-07-01 09:45:00-04:00,614,16525384.0,0,88,0,0.6822222222222222,0.0,523.25,115.5375119459765,0,15271683.75,4211116.796374913,26870.543089430896,0,569.0,19088730.0,556.0,16215008.0,354.0,9257613.0,9,5,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146
1995-07-01 10:00:00-04:00,722,15311553.0,1,100,0,0.8022222222222222,0.0013850415512465374,615.25,75.38070044779364,0,16785168.75,1619723.1459236834,21177.804979253113,0,614.0,16525384.0,569.0,19088730.0,556.0,16215008.0,10,5,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146
1995-07-01 10:15:00-04:00,656,11871283.0,2,104,0,0.7288888888888889,0.003048780487804878,640.25,65.0557453266043,0,15699237.5,2998594.802716154,18068.92389649924,0,722.0,15311553.0,614.0,16525384.0,569.0,19088730.0,10,5,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146
1995-07-01 10:30:00-04:00,786,18753854.0,7,111,0,0.8733333333333333,0.008905852417302799,694.5,75.47847375245473,0,15615518.5,2874526.0156126022,23829.547649301145,0,656.0,11871283.0,722.0,15311553.0,614.0,16525384.0,10,5,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146
1995-07-01 10:45:00-04:00,882,19831536.0,3,116,0,0.98,0.003401360544217687,761.5,96.2825702468174,0,16442056.5,3605689.370690945,22459.270668176672,0,786.0,18753854.0,656.0,11871283.0,722.0,15311553.0,10,5,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146
1995-07-01 11:00:00-04:00,983,20469853.0,5,127,0,1.0922222222222222,0.00508646998982706,826.75,139.38286599626704,0,17731631.5,3970561.642603432,20802.69613821138,0,882.0,19831536.0,786.0,18753854.0,656.0,11871283.0,11,5,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146
1995-07-01 11:15:00-04:00,938,20569658.0,6,120,0,1.0422222222222222,0.006396588486140725,897.25,84.89748720270426,0,19906225.25,834936.5716896772,21905.9190628328,0,983.0,20469853.0,882.0,19831536.0,786.0,18753854.0,11,5,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146
1995-07-01 11:30:00-04:00,709,20709323.0,6,105,0,0.7877777777777778,0.00846262341325811,878.0,120.00277774562832,0,20395092.5,388329.3198532162,29168.06056338028,0,938.0,20569658.0,983.0,20469853.0,882.0,19831536.0,11,5,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146
1995-07-01 11:45:00-04:00,789,24078725.0,6,104,0,0.8766666666666667,0.0076045627376425855,854.75,127.72985816427835,0,21456889.75,1750647.2943749246,30479.398734177215,0,709.0,20709323.0,938.0,20569658.0,983.0,20469853.0,11,5,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146
1995-07-01 12:00:00-04:00,793,23695128.0,0,108,0,0.8811111111111111,0.0,807.25,95.36727251351307,0,22263208.5,1882300.636580404,29842.73047858942,0,789.0,24078725.0,709.0,20709323.0,938.0,20569658.0,12,5,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146
1995-07-01 12:15:00-04:00,974,23973701.0,5,112,0,1.0822222222222222,0.00513347022587269,816.25,112.0576488539121,0,23114219.25,1611413.5791758255,24588.411282051282,0,793.0,23695128.0,789.0,24078725.0,709.0,20709323.0,12,5,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146
1995-07-01 12:30:00-04:00,209,6114242.0,0,44,0,0.23222222222222222,0.0,691.25,332.8767289353022,0,19465449.0,8902276.194838598,29115.438095238096,0,974.0,23973701.0,793.0,23695128.0,789.0,24078725.0,12,5,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146
1995-07-01 12:45:00-04:00,792,14152831.0,5,92,0,0.88,0.006313131313131313,692.0,333.17362840817196,0,16983975.5,8564701.12310813,17847.201765447666,0,209.0,6114242.0,974.0,23973701.0,793.0,23695128.0,12,5,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146
1995-07-01 13:00:00-04:00,786,17945328.0,7,114,0,0.8733333333333333,0.008905852417302799,690.25,332.48395951283624,0,15546525.5,7476226.693671725,22802.195679796696,0,792.0,14152831.0,209.0,6114242.0,974.0,23973701.0,13,5,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146
1995-07-01 13:15:00-04:00,829,19067956.0,3,97,0,0.9211111111111111,0.0036188178528347406,654.0,297.27540541838755,0,14320089.25,5860844.622941381,22973.44096385542,0,786.0,17945328.0,792.0,14152831.0,209.0,6114242.0,13,5,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146
1995-07-01 13:30:00-04:00,566,14604788.0,3,93,0,0.6288888888888889,0.00530035335689046,743.25,119.68674390535762,0,16442725.75,2433877.600741439,25758.00352733686,0,829.0,19067956.0,786.0,17945328.0,792.0,14152831.0,13,5,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146
1995-07-01 13:45:00-04:00,905,20714285.0,0,109,0,1.0055555555555555,0.0,771.5,145.5667086481887,0,18083089.25,2582680.2188054374,22863.44922737307,0,566.0,14604788.0,829.0,19067956.0,786.0,17945328.0,13,5,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146
1995-07-01 14:00:00-04:00,744,20773189.0,2,109,0,0.8266666666666667,0.002688172043010753,761.0,145.68687884180463,0,18790054.5,2899952.3204094786,27883.475167785236,0,905.0,20714285.0,566.0,14604788.0,829.0,19067956.0,14,5,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146
1995-07-01 14:15:00-04:00,705,14889603.0,3,100,0,0.7833333333333333,0.00425531914893617,730.0,139.4536960189056,0,17745466.25,3464140.3259655787,21090.089235127478,0,744.0,20773189.0,905.0,20714285.0,566.0,14604788.0,14,5,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146
1995-07-01 14:30:00-04:00,779,16806326.0,8,106,0,0.8655555555555555,0.010269576379974325,783.25,86.61168127529524,0,18295850.75,2932986.9156276346,21546.571794871794,0,705.0,14889603.0,744.0,20773189.0,905.0,20714285.0,14,5,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146
1995-07-01 14:45:00-04:00,905,20776713.0,6,118,0,1.0055555555555555,0.0066298342541436465,783.25,86.61168127529524,0,18311457.75,2950260.7630419564,22932.354304635763,0,779.0,16806326.0,705.0,14889603.0,744.0,20773189.0,14,5,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146
1995-07-01 15:00:00-04:00,700,22088357.0,4,104,0,0.7777777777777778,0.005714285714285714,772.25,95.58722020577154,0,18640249.75,3360780.9702608665,31509.781740370898,0,905.0,20776713.0,779.0,16806326.0,705.0,14889603.0,15,5,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146
1995-07-01 15:15:00-04:00,792,23931329.0,6,121,0,0.88,0.007575757575757576,794.0,84.43143174592423,0,20900681.25,3020734.5967456726,30178.220680958388,0,700.0,22088357.0,905.0,20776713.0,779.0,16806326.0,15,5,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146
1995-07-01 15:30:00-04:00,812,30725704.0,1,123,0,0.9022222222222223,0.0012315270935960591,802.25,84.08874280583971,0,24380525.75,4423594.641616805,37792.9938499385,0,792.0,23931329.0,700.0,22088357.0,905.0,20776713.0,15,5,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146
1995-07-01 15:45:00-04:00,954,25498747.0,6,121,0,1.06,0.006289308176100629,814.5,105.0126976449356,0,25561034.25,3714526.4306782875,26700.258638743457,0,812.0,30725704.0,792.0,23931329.0,700.0,22088357.0,15,5,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146
1995-07-01 16:00:00-04:00,680,19577257.0,9,119,0,0.7555555555555555,0.013235294117647059,809.5,112.49148115894522,0,24933259.25,4602999.634480134,28747.807635829664,0,954.0,25498747.0,812.0,30725704.0,792.0,23931329.0,16,5,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146
1995-07-01 16:15:00-04:00,686,14905103.0,1,101,0,0.7622222222222222,0.0014577259475218659,783.0,129.22847983320085,0,22676702.75,6898180.472724982,21695.92867540029,0,680.0,19577257.0,954.0,25498747.0,812.0,30725704.0,16,5,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146
1995-07-01 16:30:00-04:00,869,25638502.0,2,121,0,0.9655555555555555,0.0023014959723820483,797.25,136.43405000218968,0,21404902.25,5172704.29370849,29469.542528735634,0,686.0,14905103.0,680.0,19577257.0,954.0,25498747.0,16,5,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146
1995-07-01 16:45:00-04:00,952,22255633.0,2,115,0,1.0577777777777777,0.0021008403361344537,796.75,135.66963551215133,0,20594123.75,4531568.528964143,23353.235047219307,0,869.0,25638502.0,686.0,14905103.0,680.0,19577257.0,16,5,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146
1995-07-01 17:00:00-04:00,934,23730390.0,1,134,0,1.0377777777777777,0.0010706638115631692,860.25,121.51371664685979,0,21632407.0,4693802.991633614,25380.096256684494,0,952.0,22255633.0,869.0,25638502.0,686.0,14905103.0,17,5,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146
1995-07-01 17:15:00-04:00,974,17913808.0,1,123,0,1.0822222222222222,0.001026694045174538,932.25,45.22812546782508,0,22384583.25,3286520.071592177,18373.13641025641,0,934.0,23730390.0,952.0,22255633.0,869.0,25638502.0,17,5,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146
1995-07-01 17:30:00-04:00,1029,25942770.0,11,134,0,1.1433333333333333,0.010689990281827016,972.25,41.21791681619365,0,22460650.25,3388864.2888757847,25187.155339805824,0,974.0,17913808.0,934.0,23730390.0,952.0,22255633.0,17,5,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146
1995-07-01 17:45:00-04:00,730,24575401.0,2,111,0,0.8111111111111111,0.0027397260273972603,916.75,130.44890442877113,0,23040592.25,3537325.3207107736,33618.879616963066,0,1029.0,25942770.0,974.0,17913808.0,934.0,23730390.0,17,5,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146
1995-07-01 18:00:00-04:00,876,18101500.0,5,115,0,0.9733333333333334,0.005707762557077625,902.25,131.11413602913555,0,21633369.75,4224362.750116074,20640.25085518814,0,730.0,24575401.0,1029.0,25942770.0,974.0,17913808.0,18,5,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146
1995-07-01 18:15:00-04:00,860,21867818.0,5,107,0,0.9555555555555556,0.005813953488372093,873.75,122.42106300251874,0,22621872.25,3456732.5387589517,25398.162601626016,0,876.0,18101500.0,730.0,24575401.0,1029.0,25942770.0,18,5,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146
1995-07-01 18:30:00-04:00,865,21858392.0,4,115,0,0.9611111111111111,0.004624277456647399,832.75,68.82526183507522,0,21600777.75,2660263.38595816,25240.637413394918,0,860.0,21867818.0,876.0,18101500.0,730.0,24575401.0,18,5,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146
1995-07-01 18:45:00-04:00,591,18553283.0,1,88,0,0.6566666666666666,0.001692047377326565,798.0,138.1617409656764,0,20095248.25,2049664.0633987421,31340.005067567567,0,865.0,21858392.0,860.0,21867818.0,876.0,18101500.0,18,5,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146
1995-07-01 19:00:00-04:00,651,12550463.0,4,98,0,0.7233333333333334,0.006144393241167435,741.75,141.5800715731796,0,18707489.0,4391226.774633029,19249.1763803681,0,591.0,18553283.0,865.0,21858392.0,860.0,21867818.0,19,5,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146
1995-07-01 19:15:00-04:00,859,19709477.0,3,100,0,0.9544444444444444,0.0034924330616996507,741.5,141.30227646196408,0,18167903.75,3987493.337699543,22917.996511627905,0,651.0,12550463.0,591.0,18553283.0,865.0,21858392.0,19,5,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146
1995-07-01 19:30:00-04:00,634,19866509.0,2,94,0,0.7044444444444444,0.0031545741324921135,683.75,119.53067946486931,0,17669933.0,3462848.834659693,31285.84094488189,0,859.0,19709477.0,651.0,12550463.0,591.0,18553283.0,19,5,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146
1995-07-01 19:45:00-04:00,681,18988754.0,7,100,0,0.7566666666666667,0.010279001468428781,706.25,103.67055191004499,0,17778800.75,3506448.298715417,27842.74780058651,0,634.0,19866509.0,859.0,19709477.0,651.0,12550463.0,19,5,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146
1995-07-01 20:00:00-04:00,690,13217940.0,1,96,0,0.7666666666666667,0.0014492753623188406,716.0,98.44456985193918,0,17945670.0,3174906.4438250763,19128.712011577423,0,681.0,18988754.0,634.0,19866509.0,859.0,19709477.0,20,5,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
1995-07-01 20:15:00-04:00,769,18891085.0,4,109,0,0.8544444444444445,0.005201560468140442,693.5,56.00297611139369,0,17741072.0,3047154.1807444957,24533.876623376622,0,690.0,13217940.0,681.0,18988754.0,634.0,19866509.0,20,5,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
1995-07-01 20:30:00-04:00,704,23026319.0,3,90,0,0.7822222222222223,0.004261363636363636,711.0,39.80787191833627,0,18531024.5,4032191.2737658736,32661.445390070923,0,769.0,18891085.0,690.0,13217940.0,681.0,18988754.0,20,5,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
1995-07-01 20:45:00-04:00,779,20518565.0,2,111,0,0.8655555555555555,0.0025673940949935813,735.5,45.00740679784457,0,18913477.25,4160585.6929339776,26305.852564102563,0,704.0,23026319.0,769.0,18891085.0,690.0,13217940.0,20,5,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
1995-07-01 21:00:00-04:00,915,19291781.0,10,105,0,1.0166666666666666,0.01092896174863388,791.75,88.63925014724948,0,20431937.5,1863017.5310095686,21060.896288209606,0,779.0,20518565.0,704.0,23026319.0,769.0,18891085.0,21,5,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146
1995-07-01 21:15:00-04:00,931,21167693.0,8,123,0,1.0344444444444445,0.008592910848549946,832.25,109.36597581819798,0,21001089.5,1558190.905629021,22712.1169527897,0,915.0,19291781.0,779.0,20518565.0,704.0,23026319.0,21,5,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146
1995-07-01 21:30:00-04:00,837,28899280.0,6,130,0,0.93,0.007168458781362007,865.5,70.79312584330958,0,22469329.75,4356635.460799795,34486.01431980907,0,931.0,21167693.0,915.0,19291781.0,779.0,20518565.0,21,5,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146
1995-07-01 21:45:00-04:00,803,23829911.0,0,112,0,0.8922222222222222,0.0,871.5,61.41389636447656,0,23297166.25,4173138.8170845984,29639.192786069652,0,837.0,28899280.0,931.0,21167693.0,915.0,19291781.0,21,5,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146
